type,query,result,source_num,count-example,down_links,count-example-num,time,holds_policies,holds_not_policies,unknown_policies
trim,,,,,,,0.987410306930542,0,3955,8689
reachability,Type:reachability;IngressNodeRegex:^honduras$|^columbia$|^nodeid45$|^nodeid7$|^venezuela$|^nodeid22$|^nodeid38$|^nodeid50$|^nodeid44$|^nodeid8$|^nodeid49$|^nodeid46$|^antigua$|^nodeid39$|^stmartin$|^nodeid60$|^nodeid33$|^nodeid17$|^usa$|^panama$|^nodeid69$|^martinique$|^bahamas$|^dominicanrepublic$|^nodeid27$|^nodeid32$|^nodeid1$|^puertorico$|^costarica$|^nodeid28$|^stcroix$|^nodeid9$|^grenada$|^nodeid13$|^nodeid58$|^curacao$|^nodeid24$|^nodeid56$|^turksandcaicos$|^stvincent$|^nodeid41$|^dominica$|^nodeid0$|^nodeid26$|^jamaica$|^nodeid31$|^belize$|^nodeid59$|^guadeloupe$|^trinidadandtobago$|^nodeid29$|^stkittsnevis$|^nicaragua$|^nodeid34$|^mexico$|^nodeid67$;FinalNodeRegex:nodeid15;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:1;Environment:;,correct,56.0,,,0.0,3.7046101093292236,56,3955,8633
reachability,Type:reachability;IngressNodeRegex:^honduras$|^columbia$|^nodeid45$|^nodeid7$|^venezuela$|^nodeid22$|^nodeid38$|^nodeid50$|^nodeid44$|^nodeid8$|^nodeid46$|^nodeid49$|^antigua$|^nodeid39$|^stmartin$|^nodeid60$|^nodeid33$|^nodeid17$|^usa$|^panama$|^nodeid69$|^martinique$|^bahamas$|^dominicanrepublic$|^nodeid27$|^nodeid32$|^nodeid1$|^nodeid13$|^puertorico$|^costarica$|^stcroix$|^nodeid28$|^nodeid9$|^grenada$|^nodeid58$|^curacao$|^nodeid24$|^nodeid56$|^turksandcaicos$|^stvincent$|^nodeid41$|^dominica$|^guadeloupe$|^nodeid0$|^nodeid26$|^nodeid15$|^jamaica$|^nodeid31$|^belize$|^nodeid59$|^trinidadandtobago$|^nodeid29$|^stkittsnevis$|^nodeid34$|^mexico$|^nodeid67$;FinalNodeRegex:nicaragua;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:1;Environment:;,correct,56.0,,,0.0,3.113539218902588,112,3955,8577
reachability,Type:reachability;IngressNodeRegex:^honduras$|^columbia$|^nodeid45$|^nodeid7$|^nodeid22$|^nodeid50$|^nodeid38$|^venezuela$|^nodeid44$|^antigua$|^nodeid46$|^nodeid49$|^nodeid39$|^stmartin$|^nodeid60$|^nodeid33$|^nodeid17$|^usa$|^panama$|^nodeid69$|^martinique$|^bahamas$|^dominicanrepublic$|^nodeid27$|^nodeid32$|^nodeid1$|^puertorico$|^costarica$|^stcroix$|^nodeid28$|^nodeid13$|^nodeid58$|^grenada$|^curacao$|^nodeid24$|^nodeid56$|^turksandcaicos$|^stvincent$|^nodeid0$|^nodeid41$|^dominica$|^nodeid26$|^nodeid15$|^nodeid31$|^belize$|^nodeid59$|^jamaica$|^guadeloupe$|^trinidadandtobago$|^nodeid29$|^stkittsnevis$|^nicaragua$|^nodeid34$|^mexico$|^nodeid9$|^nodeid67$;FinalNodeRegex:nodeid8;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:1;Environment:;,correct,56.0,,,0.0,3.3326969146728516,168,3955,8521
reachability,Type:reachability;IngressNodeRegex:^honduras$|^columbia$|^nodeid45$|^nodeid7$|^venezuela$|^nodeid22$|^nodeid38$|^nodeid50$|^nodeid44$|^nodeid8$|^nodeid46$|^antigua$|^nodeid39$|^stmartin$|^nodeid60$|^nodeid33$|^nodeid17$|^usa$|^panama$|^nodeid69$|^martinique$|^bahamas$|^dominicanrepublic$|^nodeid27$|^nodeid32$|^nodeid1$|^puertorico$|^costarica$|^stcroix$|^nodeid28$|^nodeid9$|^grenada$|^nodeid13$|^nodeid58$|^curacao$|^nodeid56$|^turksandcaicos$|^stvincent$|^nodeid41$|^nodeid24$|^dominica$|^nodeid0$|^nodeid26$|^nodeid15$|^jamaica$|^nodeid31$|^belize$|^nodeid59$|^guadeloupe$|^trinidadandtobago$|^nodeid29$|^stkittsnevis$|^nicaragua$|^nodeid34$|^mexico$|^nodeid67$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:1;Environment:;,correct,56.0,,,0.0,3.0940990447998047,224,3955,8465
reachability,Type:reachability;IngressNodeRegex:^honduras$|^columbia$|^nodeid45$|^nodeid7$|^venezuela$|^nodeid22$|^nodeid38$|^nodeid50$|^nodeid44$|^nodeid8$|^nodeid46$|^nodeid49$|^antigua$|^nodeid39$|^stmartin$|^nodeid60$|^nodeid33$|^nodeid17$|^usa$|^panama$|^nodeid69$|^martinique$|^bahamas$|^dominicanrepublic$|^nodeid32$|^nodeid1$|^nodeid13$|^puertorico$|^costarica$|^stcroix$|^nodeid28$|^nodeid9$|^grenada$|^nodeid58$|^curacao$|^nodeid0$|^nodeid56$|^turksandcaicos$|^stvincent$|^nodeid41$|^nodeid24$|^dominica$|^guadeloupe$|^nodeid26$|^nodeid15$|^jamaica$|^nodeid31$|^belize$|^nodeid59$|^trinidadandtobago$|^nodeid29$|^stkittsnevis$|^nicaragua$|^nodeid34$|^mexico$|^nodeid67$;FinalNodeRegex:nodeid27;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:1;Environment:;,correct,56.0,,,0.0,3.0510265827178955,280,3955,8409
reachability,Type:reachability;IngressNodeRegex:^honduras$|^columbia$|^nodeid45$|^nodeid7$|^nodeid38$|^nodeid22$|^nodeid50$|^nodeid8$|^nodeid44$|^venezuela$|^nodeid49$|^nodeid46$|^antigua$|^stmartin$|^nodeid60$|^nodeid33$|^usa$|^nodeid17$|^panama$|^nodeid69$|^martinique$|^bahamas$|^dominicanrepublic$|^nodeid27$|^nodeid32$|^nodeid1$|^puertorico$|^costarica$|^stcroix$|^nodeid28$|^nodeid9$|^grenada$|^nodeid13$|^nodeid58$|^curacao$|^nodeid24$|^nodeid56$|^turksandcaicos$|^stvincent$|^nodeid41$|^dominica$|^nodeid0$|^nodeid26$|^nodeid15$|^jamaica$|^nodeid31$|^belize$|^nodeid59$|^guadeloupe$|^trinidadandtobago$|^nodeid29$|^stkittsnevis$|^nicaragua$|^nodeid34$|^mexico$|^nodeid67$;FinalNodeRegex:nodeid39;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:1;Environment:;,correct,56.0,,,0.0,2.93218994140625,336,3955,8353
reachability,Type:reachability;IngressNodeRegex:^honduras$|^columbia$|^nodeid45$|^nodeid7$|^venezuela$|^nodeid22$|^nodeid38$|^nodeid50$|^nodeid44$|^nodeid8$|^nodeid49$|^nodeid46$|^antigua$|^nodeid39$|^stmartin$|^nodeid60$|^nodeid33$|^nodeid17$|^usa$|^panama$|^nodeid69$|^martinique$|^bahamas$|^dominicanrepublic$|^nodeid27$|^nodeid32$|^nodeid1$|^nodeid13$|^puertorico$|^costarica$|^stcroix$|^nodeid9$|^grenada$|^nodeid58$|^curacao$|^nodeid0$|^nodeid56$|^turksandcaicos$|^stvincent$|^nodeid41$|^nodeid24$|^dominica$|^guadeloupe$|^nodeid26$|^nodeid15$|^jamaica$|^nodeid31$|^belize$|^nodeid59$|^trinidadandtobago$|^nodeid29$|^stkittsnevis$|^nicaragua$|^nodeid34$|^mexico$|^nodeid67$;FinalNodeRegex:nodeid28;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:1;Environment:;,correct,56.0,,,0.0,3.634551763534546,392,3955,8297
reachability,Type:reachability;IngressNodeRegex:^honduras$|^columbia$|^nodeid45$|^nodeid7$|^venezuela$|^nodeid22$|^nodeid38$|^nodeid50$|^nodeid44$|^nodeid8$|^nodeid49$|^nodeid46$|^antigua$|^nodeid39$|^stmartin$|^nodeid60$|^nodeid33$|^nodeid17$|^usa$|^panama$|^nodeid69$|^martinique$|^bahamas$|^dominicanrepublic$|^nodeid27$|^nodeid32$|^nodeid1$|^nodeid13$|^puertorico$|^costarica$|^stcroix$|^nodeid28$|^nodeid9$|^grenada$|^nodeid58$|^curacao$|^nodeid0$|^nodeid56$|^turksandcaicos$|^stvincent$|^nodeid41$|^nodeid24$|^dominica$|^guadeloupe$|^nodeid26$|^nodeid15$|^jamaica$|^nodeid31$|^belize$|^nodeid59$|^trinidadandtobago$|^stkittsnevis$|^nicaragua$|^nodeid34$|^mexico$|^nodeid67$;FinalNodeRegex:nodeid29;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:1;Environment:;,correct,56.0,,,0.0,3.242872714996338,448,3955,8241
reachability,Type:reachability;IngressNodeRegex:^honduras$|^columbia$|^nodeid45$|^nodeid7$|^venezuela$|^nodeid22$|^nodeid38$|^nodeid50$|^nodeid44$|^nodeid8$|^nodeid49$|^nodeid46$|^antigua$|^nodeid39$|^stmartin$|^nodeid60$|^nodeid33$|^nodeid17$|^usa$|^panama$|^nodeid69$|^martinique$|^bahamas$|^dominicanrepublic$|^nodeid27$|^nodeid32$|^nodeid1$|^puertorico$|^costarica$|^nodeid28$|^stcroix$|^nodeid9$|^grenada$|^nodeid13$|^nodeid58$|^curacao$|^nodeid24$|^nodeid56$|^turksandcaicos$|^stvincent$|^nodeid41$|^dominica$|^nodeid0$|^nodeid15$|^jamaica$|^nodeid31$|^belize$|^nodeid59$|^guadeloupe$|^trinidadandtobago$|^nodeid29$|^stkittsnevis$|^nicaragua$|^nodeid34$|^mexico$|^nodeid67$;FinalNodeRegex:nodeid26;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:1;Environment:;,correct,56.0,,,0.0,2.958843946456909,504,3955,8185
